name,genre,type,sum
machine-doll wa kizutsukana,"action, ecchi, fantasy, school, seinen",tv,"machine-doll wa kizutsukana action, ecchi, fantasy, school, seinen tv"
monster musume no iru nichijo,"comedy, ecchi, fantasy, harem, romance, seinen",tv,"monster musume no iru nichijo comedy, ecchi, fantasy, harem, romance, seinen tv"
nyan koi,"comedy, harem, romance",tv,"nyan koi comedy, harem, romance tv"
ookiku furikabutte: natsu no scoreboo,"comedy, sports",ova,"ookiku furikabutte: natsu no scoreboo comedy, sports ova"
ranma ½: chuugoku nekonron daikessen! okite yaburi no gekitou-hen!,"adventure, comedy, shounen",movie,"ranma ½: chuugoku nekonron daikessen! okite yaburi no gekitou-hen! adventure, comedy, shounen movie"
ranma ½: nettou uta gasse,"comedy, music",ova,"ranma ½: nettou uta gasse comedy, music ova"
rumiko takahashi antholog,"comedy, drama, romance, shounen, slice of life, supernatural",tv,"rumiko takahashi antholog comedy, drama, romance, shounen, slice of life, supernatural tv"
saber marionette j to ,"action, adventure, comedy, harem, mecha, sci-fi",tv,"saber marionette j to  action, adventure, comedy, harem, mecha, sci-fi tv"
sankarea: wagahai mo... zombie de aru..,"comedy, ecchi, horror, romance, shounen, supernatural",special,"sankarea: wagahai mo... zombie de aru.. comedy, ecchi, horror, romance, shounen, supernatural special"
shaman king special,"action, comedy, shounen, supernatural",special,"shaman king special action, comedy, shounen, supernatural special"
slayers: the motion pictur,"adventure, comedy, fantasy, magic, shounen",movie,"slayers: the motion pictur adventure, comedy, fantasy, magic, shounen movie"
tenchi muyou! ryououki 3rd season: tenchi seirou naredo namitakashi,"action, comedy, harem, sci-fi, shounen, space",ova,"tenchi muyou! ryououki 3rd season: tenchi seirou naredo namitakashi action, comedy, harem, sci-fi, shounen, space ova"
the rose and women of versaille,"adventure, comedy, drama, historical, romance, shoujo",special,"the rose and women of versaille adventure, comedy, drama, historical, romance, shoujo special"
tsubasa chronicle: tori kago no kuni no himegim,"action, adventure, drama, fantasy, shounen",movie,"tsubasa chronicle: tori kago no kuni no himegim action, adventure, drama, fantasy, shounen movie"
abenobashi mahou☆shoutenga,"comedy, ecchi, fantasy, parody",tv,"abenobashi mahou☆shoutenga comedy, ecchi, fantasy, parody tv"
aggressive retsuk,"comedy, music",tv,"aggressive retsuk comedy, music tv"
angel hear,"action, drama, mystery, romance, seinen",tv,"angel hear action, drama, mystery, romance, seinen tv"
area no kish,"comedy, school, shounen, sports",tv,"area no kish comedy, school, shounen, sports tv"
ayashi no cere,"adventure, comedy, drama, horror, psychological, romance, shoujo, supernatural",tv,"ayashi no cere adventure, comedy, drama, horror, psychological, romance, shoujo, supernatural tv"
baka to test to shoukanjuu ni!: mahou hideyoshi hideyosh,"comedy, magic",special,"baka to test to shoukanjuu ni!: mahou hideyoshi hideyosh comedy, magic special"
bakemonogatari reca,"mystery, romance, supernatural",special,"bakemonogatari reca mystery, romance, supernatural special"
basquash,"ecchi, mecha, shounen, sports",tv,"basquash ecchi, mecha, shounen, sports tv"
black jack the movi,drama,movie,black jack the movi drama movie
crayon shin-chan movie 18: chou jikuu! arashi wo yobu ora no hanayom,"comedy, ecchi, kids, school, shounen, slice of life",movie,"crayon shin-chan movie 18: chou jikuu! arashi wo yobu ora no hanayom comedy, ecchi, kids, school, shounen, slice of life movie"
detective conan ova 07: a challenge from agasa! agasa vs. conan and the detective boy,"adventure, comedy, mystery, police, shounen",ova,"detective conan ova 07: a challenge from agasa! agasa vs. conan and the detective boy adventure, comedy, mystery, police, shounen ova"
doraemon: nobita&#039;s the night before a weddin,fantasy,movie,doraemon: nobita&#039;s the night before a weddin fantasy movie
gakuen utopia manabi straight,"comedy, school, slice of life",tv,"gakuen utopia manabi straight comedy, school, slice of life tv"
gun x swor,"action, adventure, drama, mecha, sci-fi, shounen",tv,"gun x swor action, adventure, drama, mecha, sci-fi, shounen tv"
hiiro no kakera dai ni sho,"fantasy, romance, shoujo, supernatural",tv,"hiiro no kakera dai ni sho fantasy, romance, shoujo, supernatural tv"
kuruneko season ,"comedy, slice of life",tv,"kuruneko season  comedy, slice of life tv"
kyoushoku soukou guyver (2005,"adventure, sci-fi, shounen",tv,"kyoushoku soukou guyver (2005 adventure, sci-fi, shounen tv"
lupin iii: fuuma ichizoku no inbo,"action, adventure, comedy, shounen",movie,"lupin iii: fuuma ichizoku no inbo action, adventure, comedy, shounen movie"
mikan enikk,"comedy, romance, shoujo, slice of life",tv,"mikan enikk comedy, romance, shoujo, slice of life tv"
oh! edo rocke,"comedy, drama, fantasy, historical, sci-fi",tv,"oh! edo rocke comedy, drama, fantasy, historical, sci-fi tv"
ookami-san to shichinin no nakama-tach,"comedy, parody, romance",tv,"ookami-san to shichinin no nakama-tach comedy, parody, romance tv"
planetarian: hoshi no hit,magic,movie,planetarian: hoshi no hit magic movie
rain tow,drama,ona,rain tow drama ona
ranma ½: battle ga ippai 29-nin no korinai yatsur,"comedy, martial arts, slice of life",ova,"ranma ½: battle ga ippai 29-nin no korinai yatsur comedy, martial arts, slice of life ova"
ridebac,"action, drama, mecha, school, sci-fi",tv,"ridebac action, drama, mecha, school, sci-fi tv"
saki achiga-hen: episode of side-,"game, school, slice of life",tv,"saki achiga-hen: episode of side- game, school, slice of life tv"
school rumble san gakk,"comedy, romance, school, shounen",ova,"school rumble san gakk comedy, romance, school, shounen ova"
shikabane hime: ak,"action, horror, martial arts",tv,"shikabane hime: ak action, horror, martial arts tv"
solty re,"action, sci-fi, super power",tv,"solty re action, sci-fi, super power tv"
soukyuu no fafner: dead aggresso,"action, drama, mecha, military, sci-fi",tv,"soukyuu no fafner: dead aggresso action, drama, mecha, military, sci-fi tv"
spiral: suiri no kizun,"drama, mystery, shounen",tv,"spiral: suiri no kizun drama, mystery, shounen tv"
the idolm@ster cinderella girls 2nd seaso,"comedy, drama, music",tv,"the idolm@ster cinderella girls 2nd seaso comedy, drama, music tv"
tiger mas,"action, drama, shounen, sports",tv,"tiger mas action, drama, shounen, sports tv"
tokyo marble chocolat,"romance, slice of life",ova,"tokyo marble chocolat romance, slice of life ova"
zoids genesi,"action, adventure, comedy, mecha, military",tv,"zoids genesi action, adventure, comedy, mecha, military tv"
amagami ss ov,"romance, school",ova,"amagami ss ov romance, school ova"
bishoujo senshi sailor moon supers gaiden: ami-chan no hatsuko,"comedy, magic, romance, shoujo",special,"bishoujo senshi sailor moon supers gaiden: ami-chan no hatsuko comedy, magic, romance, shoujo special"
captain tsubasa ,"action, shounen, sports",tv,"captain tsubasa  action, shounen, sports tv"
chibi maruko-chan (1995,"comedy, kids, school, slice of life",tv,"chibi maruko-chan (1995 comedy, kids, school, slice of life tv"
chiisana ahiru no ooki na ai no monogatari: ahiru no kwa,"adventure, comedy, drama, fantasy, kids",tv,"chiisana ahiru no ooki na ai no monogatari: ahiru no kwa adventure, comedy, drama, fantasy, kids tv"
d.c.ii s.s.: da capo ii second seaso,"comedy, drama, fantasy, harem, romance",tv,"d.c.ii s.s.: da capo ii second seaso comedy, drama, fantasy, harem, romance tv"
detective conan ova 01: conan vs. kid vs. yaib,"adventure, comedy, mystery, shounen",ova,"detective conan ova 01: conan vs. kid vs. yaib adventure, comedy, mystery, shounen ova"
detective conan ova 05: the target is kogoro! the detective boys&#039; secret investigatio,"adventure, comedy, mystery, police, shounen",ova,"detective conan ova 05: the target is kogoro! the detective boys&#039; secret investigatio adventure, comedy, mystery, police, shounen ova"
digimon adventure 0,"action, adventure, comedy, drama, fantasy, kids",tv,"digimon adventure 0 action, adventure, comedy, drama, fantasy, kids tv"
doraemon movie 12: nobita no dorabian night,"adventure, comedy, fantasy, kids, shounen",movie,"doraemon movie 12: nobita no dorabian night adventure, comedy, fantasy, kids, shounen movie"
fushigi yuugi ova ,"adventure, drama, fantasy, historical, martial arts, romance, shoujo",ova,"fushigi yuugi ova  adventure, drama, fantasy, historical, martial arts, romance, shoujo ova"
galaxy angel 3 special,"comedy, sci-fi",special,"galaxy angel 3 special comedy, sci-fi special"
galaxy angel ,"comedy, sci-fi",tv,"galaxy angel  comedy, sci-fi tv"
ghost in the shell: nyuumon aris,comedy,tv,ghost in the shell: nyuumon aris comedy tv
ghost in the shell: stand alone complex 2nd gig - tachikoma na hib,"comedy, mecha, sci-fi",special,"ghost in the shell: stand alone complex 2nd gig - tachikoma na hib comedy, mecha, sci-fi special"
girls und panzer der film: arisu war,"military, school",special,"girls und panzer der film: arisu war military, school special"
hellsing: the daw,"action, horror, seinen, supernatural, vampire",special,"hellsing: the daw action, horror, seinen, supernatural, vampire special"
high school dxd born: ishibumi ichiei kanzen kanshuu! mousou bakuyou kaijo original vide,"comedy, ecchi",special,"high school dxd born: ishibumi ichiei kanzen kanshuu! mousou bakuyou kaijo original vide comedy, ecchi special"
high school dxd special,"comedy, demons, ecchi, harem, romance, school",special,"high school dxd special comedy, demons, ecchi, harem, romance, school special"
hunter x hunter pilo,"action, adventure, shounen, super power",ova,"hunter x hunter pilo action, adventure, shounen, super power ova"
jewelpet twinkle☆: hohoemi no niji ni dokki☆doki,"fantasy, magic, school, shoujo",special,"jewelpet twinkle☆: hohoemi no niji ni dokki☆doki fantasy, magic, school, shoujo special"
jormungand: perfect order - first stage soushuuhe,"action, adventure, seinen",special,"jormungand: perfect order - first stage soushuuhe action, adventure, seinen special"
"keroro gunsou movie 5: tanjou! kyuukyoku keroro, kiseki no jikuu-jima, de arimasu!",comedy,movie,"keroro gunsou movie 5: tanjou! kyuukyoku keroro, kiseki no jikuu-jima, de arimasu! comedy movie"
mangaka-san to assistant-san to the animatio,"comedy, ecchi, harem, seinen, slice of life",tv,"mangaka-san to assistant-san to the animatio comedy, ecchi, harem, seinen, slice of life tv"
mangaka-san to assistant-san to the animation special,"comedy, ecchi, harem, seinen, slice of life",special,"mangaka-san to assistant-san to the animation special comedy, ecchi, harem, seinen, slice of life special"
mazinkaiser: shitou! ankoku dai shogu,"action, mecha",ova,"mazinkaiser: shitou! ankoku dai shogu action, mecha ova"
mobile suit zeta gundam: a new translation iii - love is the pulse of the star,"drama, mecha, military, sci-fi, space",movie,"mobile suit zeta gundam: a new translation iii - love is the pulse of the star drama, mecha, military, sci-fi, space movie"
nichijou: nichijou no 0-w,"comedy, school, slice of life",ova,"nichijou: nichijou no 0-w comedy, school, slice of life ova"
one piece: nenmatsu tokubetsu kikaku! mugiwara no luffy oyabun torimonocho,"adventure, comedy, fantasy, shounen",special,"one piece: nenmatsu tokubetsu kikaku! mugiwara no luffy oyabun torimonocho adventure, comedy, fantasy, shounen special"
shinryaku! ika musume special,comedy,special,shinryaku! ika musume special comedy special
slayers revolutio,"adventure, comedy, fantasy",tv,"slayers revolutio adventure, comedy, fantasy tv"
sol,"drama, romance, slice of life, supernatural",tv,"sol drama, romance, slice of life, supernatural tv"
star driver: kagayaki no takut,"action, mecha, romance, shounen",tv,"star driver: kagayaki no takut action, mecha, romance, shounen tv"
takanashi rikka kai: chuunibyou demo koi ga shitai! movi,"comedy, drama, romance, school, slice of life",movie,"takanashi rikka kai: chuunibyou demo koi ga shitai! movi comedy, drama, romance, school, slice of life movie"
uta no☆prince-sama♪ maji love 1000,"comedy, harem, music, romance, school, shoujo",tv,"uta no☆prince-sama♪ maji love 1000 comedy, harem, music, romance, school, shoujo tv"
uta no☆prince-sama♪ maji love legend sta,"comedy, harem, music, romance, shoujo",tv,"uta no☆prince-sama♪ maji love legend sta comedy, harem, music, romance, shoujo tv"
yamada-kun to 7-nin no maj,"comedy, school, shounen, supernatural",ona,"yamada-kun to 7-nin no maj comedy, school, shounen, supernatural ona"
yokohama kaidashi kiko,"sci-fi, seinen, slice of life",ova,"yokohama kaidashi kiko sci-fi, seinen, slice of life ova"
.hack//quantu,"action, adventure, fantasy, game, sci-fi",ova,".hack//quantu action, adventure, fantasy, game, sci-fi ova"
bubblegum crisi,"adventure, mecha, sci-fi, shounen",ova,"bubblegum crisi adventure, mecha, sci-fi, shounen ova"
campione!: matsurowanu kamigami to kamigoroshi no mao,"comedy, ecchi, fantasy, harem, magic, romance",tv,"campione!: matsurowanu kamigami to kamigoroshi no mao comedy, ecchi, fantasy, harem, magic, romance tv"
cencorol,"action, sci-fi",movie,"cencorol action, sci-fi movie"
cybersi,"action, adventure, romance, sci-fi",tv,"cybersi action, adventure, romance, sci-fi tv"
cyborg 009: the cyborg soldie,"action, adventure, mecha, sci-fi, shounen",tv,"cyborg 009: the cyborg soldie action, adventure, mecha, sci-fi, shounen tv"
danball senki war,"action, kids, mecha",tv,"danball senki war action, kids, mecha tv"
dragon ball z movie 09: ginga girigiri!! bucchigiri no sugoi yats,"adventure, comedy, fantasy, sci-fi, shounen",movie,"dragon ball z movie 09: ginga girigiri!! bucchigiri no sugoi yats adventure, comedy, fantasy, sci-fi, shounen movie"
gudetam,"comedy, kids",tv,"gudetam comedy, kids tv"
higurashi no naku koro ni kaku: outbrea,"horror, mystery, psychological, thriller",ova,"higurashi no naku koro ni kaku: outbrea horror, mystery, psychological, thriller ova"
ixion saga d,"action, comedy, fantasy",tv,"ixion saga d action, comedy, fantasy tv"
karneval (tv,"action, fantasy, mystery, sci-fi, shoujo",tv,"karneval (tv action, fantasy, mystery, sci-fi, shoujo tv"
kimi no kokoro wa kagayaiteru kai,music,music,kimi no kokoro wa kagayaiteru kai music music
kotoura-sa,"comedy, drama, romance, school",tv,"kotoura-sa comedy, drama, romance, school tv"
